"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal.","unemployment_pct_change"
"1088","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Texel",1600,-5.882
"1089","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Teylingen",5300,NA
"1090","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Teylingen",5300,0
"1091","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Teylingen",5400,1.887
"1092","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Teylingen",5200,-3.704
"1093","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tholen",3900,NA
"1094","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tholen",3800,-2.564
"1095","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Tholen",3900,2.632
"1096","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Tholen",3800,-2.564
"1097","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tiel",6300,NA
"1098","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tiel",6300,0
"1099","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Tiel",6300,0
"1100","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Tiel",6300,0
"1101","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tilburg",41700,NA
"1102","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tilburg",42100,0.959
"1103","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Tilburg",43100,2.375
"1104","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Tilburg",44000,2.088
"1105","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tubbergen",3600,NA
"1106","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tubbergen",3500,-2.778
"1107","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Tubbergen",3500,0
"1108","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Tubbergen",3400,-2.857
"1109","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Twenterand",5000,NA
"1110","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Twenterand",5100,2
"1111","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Twenterand",5200,1.961
"1112","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Twenterand",5200,0
"1113","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tynaarlo",3500,NA
"1114","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tynaarlo",3600,2.857
"1115","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Tynaarlo",3700,2.778
"1116","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Tynaarlo",3700,0
"1117","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Tytsjerksteradiel",4300,NA
"1118","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tytsjerksteradiel",4300,0
"1119","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Tytsjerksteradiel",4300,0
"1120","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Tytsjerksteradiel",4300,0
"1121","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Uitgeest",2000,NA
"1122","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Uitgeest",2000,0
"1123","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Uitgeest",2000,0
"1124","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Uitgeest",1900,-5
"1125","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Uithoorn",4100,NA
"1126","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Uithoorn",4100,0
"1127","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Uithoorn",4200,2.439
"1128","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Uithoorn",4200,0
"1129","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Urk",4100,NA
"1130","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Urk",4100,0
"1131","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Urk",4200,2.439
"1132","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Urk",4100,-2.381
"1133","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Utrecht (gemeente)",69900,NA
"1134","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Utrecht (gemeente)",70600,1.001
"1135","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Utrecht (gemeente)",72400,2.55
"1136","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Utrecht (gemeente)",75900,4.834
"1137","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Utrechtse Heuvelrug",6200,NA
"1138","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Utrechtse Heuvelrug",6200,0
"1139","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Utrechtse Heuvelrug",6200,0
"1140","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Utrechtse Heuvelrug",6200,0
"1141","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vaals",1400,NA
"1142","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vaals",1400,0
"1143","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Vaals",1500,7.143
"1144","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Vaals",1400,-6.667
"1145","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Valkenburg aan de Geul",1900,NA
"1146","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Valkenburg aan de Geul",1800,-5.263
"1147","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Valkenburg aan de Geul",1700,-5.556
"1148","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Valkenburg aan de Geul",1700,0
"1149","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Valkenswaard",3900,NA
"1150","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Valkenswaard",3900,0
"1151","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Valkenswaard",3800,-2.564
"1152","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Valkenswaard",3800,0
"1153","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veendam",3600,NA
"1154","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veendam",3600,0
"1155","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Veendam",3700,2.778
"1156","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Veendam",3600,-2.703
"1157","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veenendaal",10100,NA
"1158","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veenendaal",10200,0.99
"1159","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Veenendaal",10200,0
"1160","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Veenendaal",10300,0.98
"1161","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veere",2700,NA
"1162","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veere",2600,-3.704
"1163","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Veere",2600,0
"1164","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Veere",2600,0
"1165","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Veldhoven",5800,NA
"1166","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veldhoven",5700,-1.724
"1167","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Veldhoven",5800,1.754
"1168","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Veldhoven",5800,0
"1169","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Velsen",9600,NA
"1170","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Velsen",9300,-3.125
"1171","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Velsen",9200,-1.075
"1172","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Velsen",9200,0
"1173","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Venlo",13800,NA
"1174","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Venlo",13800,0
"1175","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Venlo",14000,1.449
"1176","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Venlo",13900,-0.714
"1177","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Venray",6100,NA
"1178","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Venray",6100,0
"1179","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Venray",6100,0
"1180","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Venray",6000,-1.639
"1181","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vijfheerenlanden",8100,NA
"1182","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vijfheerenlanden",8100,0
"1183","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Vijfheerenlanden",8100,0
"1184","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Vijfheerenlanden",8200,1.235
"1185","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vlaardingen",9900,NA
"1186","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlaardingen",9800,-1.01
"1187","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Vlaardingen",9800,0
"1188","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Vlaardingen",10100,3.061
"1189","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vlieland",200,NA
"1190","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlieland",300,50
"1191","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Vlieland",200,-33.333
"1192","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Vlieland",200,0
"1193","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vlissingen",5900,NA
"1194","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlissingen",5900,0
"1195","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Vlissingen",5900,0
"1196","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Vlissingen",6000,1.695
"1197","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voerendaal",1400,NA
"1198","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voerendaal",1300,-7.143
"1199","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Voerendaal",1300,0
"1200","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Voerendaal",1300,0
"1201","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voorne aan Zee",9100,NA
"1202","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorne aan Zee",9000,-1.099
"1203","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Voorne aan Zee",9000,0
"1204","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Voorne aan Zee",9000,0
"1205","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voorschoten",3200,NA
"1206","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorschoten",3200,0
"1207","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Voorschoten",3300,3.125
"1208","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Voorschoten",3300,0
"1209","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Voorst",3100,NA
"1210","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorst",3100,0
"1211","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Voorst",3200,3.226
"1212","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Voorst",3200,0
"1213","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Vught",3700,NA
"1214","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vught",3600,-2.703
"1215","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Vught",3600,0
"1216","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Vught",3600,0
"1217","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waadhoeke",6200,NA
"1218","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waadhoeke",6300,1.613
"1219","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Waadhoeke",6300,0
"1220","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Waadhoeke",6300,0
"1221","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waalre",2000,NA
"1222","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waalre",2000,0
"1223","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Waalre",2000,0
"1224","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Waalre",2000,0
"1225","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waalwijk",6500,NA
"1226","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waalwijk",6600,1.538
"1227","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Waalwijk",6600,0
"1228","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Waalwijk",6700,1.515
"1229","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waddinxveen",4000,NA
"1230","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waddinxveen",4100,2.5
"1231","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Waddinxveen",4200,2.439
"1232","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Waddinxveen",4300,2.381
"1233","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wageningen",10800,NA
"1234","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wageningen",11000,1.852
"1235","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Wageningen",11300,2.727
"1236","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Wageningen",12400,9.735
"1237","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wassenaar",3500,NA
"1238","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wassenaar",3500,0
"1239","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Wassenaar",3500,0
"1240","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Wassenaar",3500,0
"1241","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Waterland",2100,NA
"1242","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waterland",2100,0
"1243","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Waterland",2200,4.762
"1244","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Waterland",2100,-4.545
"1245","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Weert",6700,NA
"1246","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Weert",6700,0
"1247","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Weert",6800,1.493
"1248","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Weert",6600,-2.941
"1249","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","West Betuwe",7400,NA
"1250","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","West Betuwe",7400,0
"1251","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","West Betuwe",7600,2.703
"1252","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","West Betuwe",7700,1.316
"1253","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","West Maas en Waal",2500,NA
"1254","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","West Maas en Waal",2500,0
"1255","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","West Maas en Waal",2400,-4
"1256","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","West Maas en Waal",2400,0
"1257","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerkwartier",8500,NA
"1258","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerkwartier",8500,0
"1259","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Westerkwartier",8600,1.176
"1260","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Westerkwartier",8500,-1.163
"1261","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerveld",2200,NA
"1262","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerveld",2200,0
"1263","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Westerveld",2200,0
"1264","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Westerveld",2200,0
"1265","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westervoort",1900,NA
"1266","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westervoort",1800,-5.263
"1267","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Westervoort",1700,-5.556
"1268","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Westervoort",1800,5.882
"1269","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westerwolde",3000,NA
"1270","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerwolde",3300,10
"1271","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Westerwolde",3400,3.03
"1272","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Westerwolde",3200,-5.882
"1273","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Westland",15600,NA
"1274","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westland",15600,0
"1275","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Westland",15700,0.641
"1276","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Westland",15900,1.274
"1277","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Weststellingwerf",3300,NA
"1278","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Weststellingwerf",3300,0
"1279","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Weststellingwerf",3300,0
"1280","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Weststellingwerf",3300,0
"1281","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wierden",3400,NA
"1282","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wierden",3400,0
"1283","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Wierden",3600,5.882
"1284","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Wierden",3500,-2.778
"1285","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijchen",5600,NA
"1286","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijchen",5600,0
"1287","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Wijchen",5700,1.786
"1288","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Wijchen",5700,0
"1289","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijdemeren",3000,NA
"1290","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijdemeren",2900,-3.333
"1291","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Wijdemeren",2900,0
"1292","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Wijdemeren",2900,0
"1293","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wijk bij Duurstede",3200,NA
"1294","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijk bij Duurstede",3100,-3.125
"1295","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Wijk bij Duurstede",3100,0
"1296","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Wijk bij Duurstede",3000,-3.226
"1297","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Winterswijk",4000,NA
"1298","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Winterswijk",4000,0
"1299","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Winterswijk",4000,0
"1300","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Winterswijk",3900,-2.5
"1301","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woensdrecht",2700,NA
"1302","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woensdrecht",2700,0
"1303","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Woensdrecht",2700,0
"1304","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Woensdrecht",2600,-3.704
"1305","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woerden",7400,NA
"1306","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woerden",7400,0
"1307","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Woerden",7500,1.351
"1308","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Woerden",7600,1.333
"1309","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Wormerland",2300,NA
"1310","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wormerland",2300,0
"1311","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Wormerland",2300,0
"1312","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Wormerland",2300,0
"1313","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Woudenberg",2000,NA
"1314","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woudenberg",2000,0
"1315","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Woudenberg",2100,5
"1316","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Woudenberg",2100,0
"1317","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zaanstad",21700,NA
"1318","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zaanstad",21600,-0.461
"1319","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zaanstad",22000,1.852
"1320","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zaanstad",22400,1.818
"1321","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zaltbommel",4600,NA
"1322","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zaltbommel",4700,2.174
"1323","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zaltbommel",4800,2.128
"1324","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zaltbommel",4800,0
"1325","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zandvoort",1800,NA
"1326","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zandvoort",1900,5.556
"1327","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zandvoort",1900,0
"1328","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zandvoort",1900,0
"1329","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zeewolde",3600,NA
"1330","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zeewolde",3700,2.778
"1331","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zeewolde",3700,0
"1332","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zeewolde",3500,-5.405
"1333","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zeist",9100,NA
"1334","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zeist",9200,1.099
"1335","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zeist",9500,3.261
"1336","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zeist",9400,-1.053
"1337","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zevenaar",5600,NA
"1338","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zevenaar",5600,0
"1339","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zevenaar",5600,0
"1340","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zevenaar",5600,0
"1341","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zoetermeer",17100,NA
"1342","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zoetermeer",16800,-1.754
"1343","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zoetermeer",16900,0.595
"1344","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zoetermeer",17200,1.775
"1345","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zoeterwoude",1200,NA
"1346","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zoeterwoude",1200,0
"1347","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zoeterwoude",1200,0
"1348","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zoeterwoude",1300,8.333
"1349","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zuidplas",6100,NA
"1350","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zuidplas",6000,-1.639
"1351","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zuidplas",6100,1.667
"1352","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zuidplas",6200,1.639
"1353","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zundert",2900,NA
"1354","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zundert",2900,0
"1355","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Zundert",2900,0
"1356","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Zundert",2800,-3.448
"1357","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Zutphen",6600,NA
