"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal.","unemployment_pct_change"
"544","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hilversum",12400,0
"545","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hoeksche Waard",11500,NA
"546","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoeksche Waard",11500,0
"547","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoeksche Waard",11700,1.739
"548","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hoeksche Waard",11700,0
"549","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hof van Twente",4800,NA
"550","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hof van Twente",4800,0
"551","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hof van Twente",4900,2.083
"552","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hof van Twente",4800,-2.041
"553","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hollands Kroon",7000,NA
"554","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hollands Kroon",6900,-1.429
"555","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hollands Kroon",7000,1.449
"556","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hollands Kroon",6900,-1.429
"557","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hoogeveen",7700,NA
"558","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoogeveen",7800,1.299
"559","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoogeveen",8000,2.564
"560","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hoogeveen",8200,2.5
"561","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hoorn",10300,NA
"562","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hoorn",10400,0.971
"563","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hoorn",10500,0.962
"564","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hoorn",10500,0
"565","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Horst aan de Maas",6000,NA
"566","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Horst aan de Maas",5900,-1.667
"567","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Horst aan de Maas",6000,1.695
"568","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Horst aan de Maas",6000,0
"569","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Houten",7000,NA
"570","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Houten",7100,1.429
"571","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Houten",7100,0
"572","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Houten",7200,1.408
"573","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Huizen",5200,NA
"574","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Huizen",5100,-1.923
"575","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Huizen",5100,0
"576","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Huizen",5000,-1.961
"577","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Hulst",3100,NA
"578","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Hulst",3100,0
"579","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Hulst",3100,0
"580","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Hulst",3000,-3.226
"581","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","IJsselstein",5100,NA
"582","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","IJsselstein",5000,-1.961
"583","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","IJsselstein",5000,0
"584","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","IJsselstein",5000,0
"585","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kaag en Braassem",3700,NA
"586","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kaag en Braassem",3700,0
"587","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kaag en Braassem",3700,0
"588","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kaag en Braassem",3700,0
"589","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kampen",8500,NA
"590","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kampen",8500,0
"591","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kampen",8700,2.353
"592","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kampen",8800,1.149
"593","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kapelle",1800,NA
"594","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kapelle",1800,0
"595","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kapelle",1800,0
"596","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kapelle",1700,-5.556
"597","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Katwijk",9700,NA
"598","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Katwijk",9500,-2.062
"599","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Katwijk",9700,2.105
"600","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Katwijk",9700,0
"601","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kerkrade",4900,NA
"602","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kerkrade",4900,0
"603","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kerkrade",4900,0
"604","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kerkrade",4900,0
"605","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Koggenland",3400,NA
"606","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Koggenland",3300,-2.941
"607","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Koggenland",3400,3.03
"608","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Koggenland",3400,0
"609","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Krimpen aan den IJssel",4200,NA
"610","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpen aan den IJssel",4100,-2.381
"611","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Krimpen aan den IJssel",4200,2.439
"612","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Krimpen aan den IJssel",4200,0
"613","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Krimpenerwaard",8200,NA
"614","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpenerwaard",8300,1.22
"615","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Krimpenerwaard",8300,0
"616","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Krimpenerwaard",8300,0
"617","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Laarbeek",3100,NA
"618","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laarbeek",3000,-3.226
"619","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Laarbeek",3100,3.333
"620","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Laarbeek",3000,-3.226
"621","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Land van Cuijk",12700,NA
"622","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Land van Cuijk",12600,-0.787
"623","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Land van Cuijk",12400,-1.587
"624","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Land van Cuijk",12400,0
"625","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Landgraaf",4300,NA
"626","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landgraaf",4100,-4.651
"627","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Landgraaf",4100,0
"628","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Landgraaf",4100,0
"629","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Landsmeer",1400,NA
"630","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landsmeer",1400,0
"631","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Landsmeer",1400,0
"632","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Landsmeer",1400,0
"633","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lansingerland",8300,NA
"634","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lansingerland",8400,1.205
"635","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lansingerland",8600,2.381
"636","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lansingerland",8900,3.488
"637","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Laren (NH.)",1200,NA
"638","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laren (NH.)",1200,0
"639","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Laren (NH.)",1200,0
"640","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Laren (NH.)",1100,-8.333
"641","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leeuwarden",22200,NA
"642","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leeuwarden",22500,1.351
"643","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leeuwarden",22800,1.333
"644","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leeuwarden",23500,3.07
"645","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leiden",27200,NA
"646","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiden",27700,1.838
"647","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leiden",28100,1.444
"648","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leiden",30500,8.541
"649","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leiderdorp",3500,NA
"650","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiderdorp",3500,0
"651","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leiderdorp",3500,0
"652","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leiderdorp",3600,2.857
"653","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leidschendam-Voorburg",8900,NA
"654","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leidschendam-Voorburg",8800,-1.124
"655","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leidschendam-Voorburg",9000,2.273
"656","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leidschendam-Voorburg",9000,0
"657","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lelystad",11300,NA
"658","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lelystad",11600,2.655
"659","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lelystad",12100,4.31
"660","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lelystad",12200,0.826
"661","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leudal",4700,NA
"662","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leudal",4600,-2.128
"663","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leudal",4700,2.174
"664","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leudal",4500,-4.255
"665","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leusden",3900,NA
"666","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leusden",3900,0
"667","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leusden",4000,2.564
"668","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leusden",4000,0
"669","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lingewaard",6200,NA
"670","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lingewaard",6200,0
"671","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lingewaard",6300,1.613
"672","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lingewaard",6200,-1.587
"673","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lisse",3000,NA
"674","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lisse",2900,-3.333
"675","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lisse",3000,3.448
"676","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lisse",3000,0
"677","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lochem",4000,NA
"678","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lochem",4000,0
"679","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lochem",4100,2.5
"680","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lochem",4000,-2.439
"681","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Loon op Zand",3000,NA
"682","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Loon op Zand",3000,0
"683","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Loon op Zand",3000,0
"684","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Loon op Zand",2900,-3.333
"685","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lopik",2400,NA
"686","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lopik",2400,0
"687","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lopik",2300,-4.167
"688","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lopik",2300,0
"689","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Losser",3100,NA
"690","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Losser",3100,0
"691","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Losser",3100,0
"692","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Losser",3100,0
"693","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maasdriel",3500,NA
"694","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasdriel",3500,0
"695","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maasdriel",3500,0
"696","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maasdriel",3500,0
"697","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maasgouw",2800,NA
"698","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasgouw",2700,-3.571
"699","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maasgouw",2800,3.704
"700","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maasgouw",2700,-3.571
"701","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maashorst",8100,NA
"702","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maashorst",8000,-1.235
"703","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maashorst",8000,0
"704","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maashorst",8000,0
"705","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maassluis",4300,NA
"706","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maassluis",4300,0
"707","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maassluis",4500,4.651
"708","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maassluis",4600,2.222
"709","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maastricht",27300,NA
"710","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maastricht",28200,3.297
"711","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maastricht",29000,2.837
"712","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maastricht",31200,7.586
"713","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Medemblik",6200,NA
"714","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Medemblik",6300,1.613
"715","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Medemblik",6500,3.175
"716","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Medemblik",6400,-1.538
"717","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meerssen",2200,NA
"718","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meerssen",2100,-4.545
"719","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meerssen",2100,0
"720","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Meerssen",2100,0
"721","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meierijstad",11200,NA
"722","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meierijstad",11300,0.893
"723","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meierijstad",11400,0.885
"724","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Meierijstad",11300,-0.877
"725","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meppel",5000,NA
"726","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meppel",5100,2
"727","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meppel",5300,3.922
"728","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Meppel",5300,0
"729","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Middelburg (Z.)",7000,NA
"730","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Middelburg (Z.)",7100,1.429
"731","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Middelburg (Z.)",7400,4.225
"732","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Middelburg (Z.)",7300,-1.351
"733","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Delfland",2800,NA
"734","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Delfland",2700,-3.571
"735","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Delfland",2700,0
"736","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Midden-Delfland",2600,-3.704
"737","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Drenthe",4400,NA
"738","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Drenthe",4400,0
"739","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Drenthe",4500,2.273
"740","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Midden-Drenthe",4400,-2.222
"741","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Groningen",7800,NA
"742","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Groningen",7900,1.282
"743","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Groningen",7900,0
"744","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Midden-Groningen",7900,0
"745","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Moerdijk",4800,NA
"746","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Moerdijk",4800,0
"747","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Moerdijk",4900,2.083
"748","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Moerdijk",4900,0
"749","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Molenlanden",7100,NA
"750","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Molenlanden",7200,1.408
"751","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Molenlanden",7300,1.389
"752","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Molenlanden",7300,0
"753","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Montferland",4800,NA
"754","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montferland",4900,2.083
"755","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Montferland",4900,0
"756","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Montferland",4800,-2.041
"757","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Montfoort",2100,NA
"758","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montfoort",2100,0
"759","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Montfoort",2100,0
"760","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Montfoort",2000,-4.762
"761","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Mook en Middelaar",1000,NA
"762","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Mook en Middelaar",1000,0
"763","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Mook en Middelaar",1000,0
"764","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Mook en Middelaar",1000,0
"765","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Neder-Betuwe",4000,NA
"766","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Neder-Betuwe",4000,0
"767","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Neder-Betuwe",4000,0
"768","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Neder-Betuwe",4100,2.5
"769","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nederland",2586000,NA
"770","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nederland",2596900,0.422
"771","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nederland",2640300,1.671
"772","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nederland",2668600,1.072
"773","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nederweert",2300,NA
"774","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nederweert",2200,-4.348
"775","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nederweert",2300,4.545
"776","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nederweert",2200,-4.348
"777","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nieuwegein",8600,NA
"778","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwegein",8700,1.163
"779","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nieuwegein",8600,-1.149
"780","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nieuwegein",8600,0
"781","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nieuwkoop",3900,NA
"782","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwkoop",3900,0
"783","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nieuwkoop",3900,0
"784","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nieuwkoop",3800,-2.564
"785","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nijkerk",6200,NA
"786","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijkerk",6200,0
"787","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nijkerk",6400,3.226
"788","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nijkerk",6500,1.562
"789","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nijmegen",38100,NA
"790","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijmegen",38100,0
"791","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nijmegen",38800,1.837
"792","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nijmegen",41600,7.216
"793","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nissewaard",11300,NA
"794","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nissewaard",11200,-0.885
"795","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nissewaard",11200,0
"796","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nissewaard",11300,0.893
"797","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noardeast-Fryslân",6300,NA
"798","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noardeast-Fryslân",6300,0
"799","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noardeast-Fryslân",6400,1.587
"800","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noardeast-Fryslân",6400,0
"801","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noord-Beveland",800,NA
"802","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noord-Beveland",800,0
"803","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noord-Beveland",800,0
"804","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noord-Beveland",800,0
"805","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordenveld",3500,NA
"806","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordenveld",3400,-2.857
"807","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordenveld",3500,2.941
"808","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noordenveld",3400,-2.857
"809","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordoostpolder",6900,NA
"810","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordoostpolder",7000,1.449
"811","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordoostpolder",7500,7.143
"812","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noordoostpolder",7500,0
"813","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordwijk",5800,NA
"814","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordwijk",5700,-1.724
"815","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordwijk",5800,1.754
"816","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noordwijk",5800,0
