"","Leeftijd","Marges","Perioden","Wijken.en.buurten","Regioaanduiding.Soort.regio..omschrijving.","Psychische.klachten....","Hoog.risico.op.angst.of.depressie...."
"316","18 jaar of ouder","Waarde",2020,"Westerkwartier","Gemeente  ","       .",4.3
"317","18 jaar of ouder","Waarde",2020,"Westerveld","Gemeente  ","       .",3.7
"318","18 jaar of ouder","Waarde",2020,"Westervoort","Gemeente  ","       .",7
"319","18 jaar of ouder","Waarde",2020,"Westerwolde","Gemeente  ","       .",5.1
"320","18 jaar of ouder","Waarde",2020,"Westland","Gemeente  ","       .",5.4
"321","18 jaar of ouder","Waarde",2020,"Weststellingwerf","Gemeente  ","       .",4.8
"322","18 jaar of ouder","Waarde",2020,"Westvoorne","Gemeente  ","       .",4.6
"323","18 jaar of ouder","Waarde",2020,"Wierden","Gemeente  ","       .",3.9
"324","18 jaar of ouder","Waarde",2020,"Wijchen","Gemeente  ","       .",5.9
"325","18 jaar of ouder","Waarde",2020,"Wijdemeren","Gemeente  ","       .",4.4
"326","18 jaar of ouder","Waarde",2020,"Wijk bij Duurstede","Gemeente  ","       .",5.1
"327","18 jaar of ouder","Waarde",2020,"Winterswijk","Gemeente  ","       .",6
"328","18 jaar of ouder","Waarde",2020,"Woensdrecht","Gemeente  ","       .",5.8
"329","18 jaar of ouder","Waarde",2020,"Woerden","Gemeente  ","       .",5.2
"330","18 jaar of ouder","Waarde",2020,"De Wolden","Gemeente  ","       .",3.6
"331","18 jaar of ouder","Waarde",2020,"Wormerland","Gemeente  ","       .",5.5
"332","18 jaar of ouder","Waarde",2020,"Woudenberg","Gemeente  ","       .",4.7
"333","18 jaar of ouder","Waarde",2020,"Zaanstad","Gemeente  ","       .",7.7
"334","18 jaar of ouder","Waarde",2020,"Zaltbommel","Gemeente  ","       .",5.7
"335","18 jaar of ouder","Waarde",2020,"Zandvoort","Gemeente  ","       .",6.5
"336","18 jaar of ouder","Waarde",2020,"Zeewolde","Gemeente  ","       .",5.6
"337","18 jaar of ouder","Waarde",2020,"Zeist","Gemeente  ","       .",6.1
"338","18 jaar of ouder","Waarde",2020,"Zevenaar","Gemeente  ","       .",6.5
"339","18 jaar of ouder","Waarde",2020,"Zoetermeer","Gemeente  ","       .",7.1
"340","18 jaar of ouder","Waarde",2020,"Zoeterwoude","Gemeente  ","       .",4.3
"341","18 jaar of ouder","Waarde",2020,"Zuidplas","Gemeente  ","       .",5.5
"342","18 jaar of ouder","Waarde",2020,"Zundert","Gemeente  ","       .",5.2
"343","18 jaar of ouder","Waarde",2020,"Zutphen","Gemeente  ","       .",8
"344","18 jaar of ouder","Waarde",2020,"Zwartewaterland","Gemeente  ","       .",4.2
"345","18 jaar of ouder","Waarde",2020,"Zwijndrecht","Gemeente  ","       .",7
"346","18 jaar of ouder","Waarde",2020,"Zwolle","Gemeente  ","       .",6.3
