"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Regio.s","Jongeren..15.tot.27.jaar...aantal."
"586","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kampen",8500
"587","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kampen",8700
"588","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kampen",8800
"589","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kapelle",1800
"590","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kapelle",1800
"591","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kapelle",1800
"592","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kapelle",1700
"593","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Katwijk",9700
"594","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Katwijk",9500
"595","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Katwijk",9700
"596","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Katwijk",9700
"597","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Kerkrade",4900
"598","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Kerkrade",4900
"599","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Kerkrade",4900
"600","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Kerkrade",4900
"601","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Koggenland",3400
"602","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Koggenland",3300
"603","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Koggenland",3400
"604","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Koggenland",3400
"605","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Krimpen aan den IJssel",4200
"606","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpen aan den IJssel",4100
"607","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Krimpen aan den IJssel",4200
"608","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Krimpen aan den IJssel",4200
"609","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Krimpenerwaard",8200
"610","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Krimpenerwaard",8300
"611","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Krimpenerwaard",8300
"612","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Krimpenerwaard",8300
"613","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Laarbeek",3100
"614","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laarbeek",3000
"615","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Laarbeek",3100
"616","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Laarbeek",3000
"617","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Land van Cuijk",12700
"618","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Land van Cuijk",12600
"619","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Land van Cuijk",12400
"620","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Land van Cuijk",12400
"621","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Landgraaf",4300
"622","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landgraaf",4100
"623","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Landgraaf",4100
"624","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Landgraaf",4100
"625","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Landsmeer",1400
"626","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Landsmeer",1400
"627","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Landsmeer",1400
"628","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Landsmeer",1400
"629","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lansingerland",8300
"630","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lansingerland",8400
"631","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lansingerland",8600
"632","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lansingerland",8900
"633","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Laren (NH.)",1200
"634","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Laren (NH.)",1200
"635","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Laren (NH.)",1200
"636","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Laren (NH.)",1100
"637","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leeuwarden",22200
"638","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leeuwarden",22500
"639","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leeuwarden",22800
"640","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leeuwarden",23500
"641","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leiden",27200
"642","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiden",27700
"643","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leiden",28100
"644","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leiden",30500
"645","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leiderdorp",3500
"646","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leiderdorp",3500
"647","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leiderdorp",3500
"648","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leiderdorp",3600
"649","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leidschendam-Voorburg",8900
"650","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leidschendam-Voorburg",8800
"651","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leidschendam-Voorburg",9000
"652","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leidschendam-Voorburg",9000
"653","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lelystad",11300
"654","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lelystad",11600
"655","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lelystad",12100
"656","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lelystad",12200
"657","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leudal",4700
"658","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leudal",4600
"659","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leudal",4700
"660","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leudal",4500
"661","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Leusden",3900
"662","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Leusden",3900
"663","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Leusden",4000
"664","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Leusden",4000
"665","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lingewaard",6200
"666","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lingewaard",6200
"667","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lingewaard",6300
"668","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lingewaard",6200
"669","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lisse",3000
"670","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lisse",2900
"671","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lisse",3000
"672","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lisse",3000
"673","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lochem",4000
"674","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lochem",4000
"675","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lochem",4100
"676","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lochem",4000
"677","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Loon op Zand",3000
"678","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Loon op Zand",3000
"679","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Loon op Zand",3000
"680","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Loon op Zand",2900
"681","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Lopik",2400
"682","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Lopik",2400
"683","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Lopik",2300
"684","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Lopik",2300
"685","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Losser",3100
"686","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Losser",3100
"687","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Losser",3100
"688","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Losser",3100
"689","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maasdriel",3500
"690","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasdriel",3500
"691","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maasdriel",3500
"692","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maasdriel",3500
"693","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maasgouw",2800
"694","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maasgouw",2700
"695","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maasgouw",2800
"696","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maasgouw",2700
"697","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maashorst",8100
"698","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maashorst",8000
"699","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maashorst",8000
"700","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maashorst",8000
"701","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maassluis",4300
"702","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maassluis",4300
"703","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maassluis",4500
"704","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maassluis",4600
"705","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Maastricht",27300
"706","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Maastricht",28200
"707","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Maastricht",29000
"708","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Maastricht",31200
"709","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Medemblik",6200
"710","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Medemblik",6300
"711","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Medemblik",6500
"712","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Medemblik",6400
"713","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meerssen",2200
"714","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meerssen",2100
"715","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meerssen",2100
"716","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Meerssen",2100
"717","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meierijstad",11200
"718","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meierijstad",11300
"719","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meierijstad",11400
"720","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Meierijstad",11300
"721","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Meppel",5000
"722","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Meppel",5100
"723","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Meppel",5300
"724","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Meppel",5300
"725","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Middelburg (Z.)",7000
"726","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Middelburg (Z.)",7100
"727","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Middelburg (Z.)",7400
"728","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Middelburg (Z.)",7300
"729","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Delfland",2800
"730","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Delfland",2700
"731","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Delfland",2700
"732","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Midden-Delfland",2600
"733","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Drenthe",4400
"734","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Drenthe",4400
"735","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Drenthe",4500
"736","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Midden-Drenthe",4400
"737","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Midden-Groningen",7800
"738","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Midden-Groningen",7900
"739","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Midden-Groningen",7900
"740","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Midden-Groningen",7900
"741","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Moerdijk",4800
"742","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Moerdijk",4800
"743","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Moerdijk",4900
"744","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Moerdijk",4900
"745","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Molenlanden",7100
"746","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Molenlanden",7200
"747","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Molenlanden",7300
"748","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Molenlanden",7300
"749","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Montferland",4800
"750","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montferland",4900
"751","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Montferland",4900
"752","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Montferland",4800
"753","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Montfoort",2100
"754","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Montfoort",2100
"755","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Montfoort",2100
"756","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Montfoort",2000
"757","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Mook en Middelaar",1000
"758","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Mook en Middelaar",1000
"759","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Mook en Middelaar",1000
"760","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Mook en Middelaar",1000
"761","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Neder-Betuwe",4000
"762","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Neder-Betuwe",4000
"763","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Neder-Betuwe",4000
"764","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Neder-Betuwe",4100
"765","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nederweert",2300
"766","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nederweert",2200
"767","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nederweert",2300
"768","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nederweert",2200
"769","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nieuwegein",8600
"770","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwegein",8700
"771","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nieuwegein",8600
"772","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nieuwegein",8600
"773","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nieuwkoop",3900
"774","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nieuwkoop",3900
"775","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nieuwkoop",3900
"776","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nieuwkoop",3800
"777","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nijkerk",6200
"778","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijkerk",6200
"779","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nijkerk",6400
"780","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nijkerk",6500
"781","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nijmegen",38100
"782","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nijmegen",38100
"783","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nijmegen",38800
"784","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nijmegen",41600
"785","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nissewaard",11300
"786","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nissewaard",11200
"787","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nissewaard",11200
"788","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nissewaard",11300
"789","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noardeast-Fryslân",6300
"790","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noardeast-Fryslân",6300
"791","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noardeast-Fryslân",6400
"792","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noardeast-Fryslân",6400
"793","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noord-Beveland",800
"794","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noord-Beveland",800
"795","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noord-Beveland",800
"796","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noord-Beveland",800
"797","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordenveld",3500
"798","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordenveld",3400
"799","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordenveld",3500
"800","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noordenveld",3400
"801","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordoostpolder",6900
"802","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordoostpolder",7000
"803","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordoostpolder",7500
"804","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noordoostpolder",7500
"805","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Noordwijk",5800
"806","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Noordwijk",5700
"807","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Noordwijk",5800
"808","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Noordwijk",5800
"809","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nuenen, Gerwen en Nederwetten",2800
"810","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nuenen, Gerwen en Nederwetten",2800
"811","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nuenen, Gerwen en Nederwetten",2800
"812","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nuenen, Gerwen en Nederwetten",2800
"813","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Nunspeet",4100
"814","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Nunspeet",4000
"815","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nunspeet",4100
"816","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Nunspeet",4100
"817","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oegstgeest",3100
"818","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oegstgeest",3100
"819","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oegstgeest",3200
"820","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oegstgeest",3200
"821","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oirschot",2600
"822","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oirschot",2600
"823","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oirschot",2600
"824","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oirschot",2600
"825","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oisterwijk",4200
"826","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oisterwijk",4200
"827","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oisterwijk",4200
"828","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oisterwijk",4200
"829","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldambt",4800
"830","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldambt",4800
"831","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldambt",4900
"832","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oldambt",5000
"833","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldebroek",3300
"834","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldebroek",3300
"835","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldebroek",3500
"836","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oldebroek",3500
"837","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oldenzaal",4200
"838","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oldenzaal",4400
"839","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oldenzaal",4400
"840","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oldenzaal",4300
"841","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Olst-Wijhe",2500
"842","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Olst-Wijhe",2500
"843","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Olst-Wijhe",2600
"844","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Olst-Wijhe",2500
"845","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ommen",2500
"846","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ommen",2400
"847","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ommen",2500
"848","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ommen",2500
"849","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oost Gelre",4300
"850","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oost Gelre",4200
"851","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oost Gelre",4200
"852","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oost Gelre",4100
"853","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oosterhout",7100
"854","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oosterhout",7000
"855","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oosterhout",7100
"856","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oosterhout",7200
"857","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Ooststellingwerf",3100
"858","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ooststellingwerf",3100
"859","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ooststellingwerf",3200
"860","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Ooststellingwerf",3100
"861","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oostzaan",1300
"862","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oostzaan",1300
"863","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oostzaan",1300
"864","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oostzaan",1300
"865","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Opmeer",1800
"866","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opmeer",1800
"867","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Opmeer",1800
"868","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Opmeer",1700
"869","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Opsterland",4100
"870","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Opsterland",4000
"871","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Opsterland",4100
"872","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Opsterland",4000
"873","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2020","Oss",13300
"874","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Oss",13300
"875","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Oss",13400
"876","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2023*","Oss",13300
